col,Class,Clip,Label
3914,Hen,5-244315-C.ogg,30
3915,Insects (flying),1-17585-A.ogg,31
3916,Keyboard typing,5-244178-A.ogg,32
3917,Chainsaw,1-47250-A.ogg,7
3918,Sneezing,2-130979-A.ogg,42
3919,Sea waves,2-155801-A.ogg,39
3920,Cat,3-95694-A.ogg,6
3921,Brushing teeth,1-68628-A.ogg,3
3922,Chirping birds,1-34495-A.ogg,8
3923,Engine,3-259622-A.ogg,23
3924,Vacuum cleaner,1-19872-A.ogg,47
3925,Crying baby,4-185575-B.ogg,18
3926,Dog,2-122104-B.ogg,19
3927,Airplane,3-115387-C.ogg,1
3928,Cat,1-47819-A.ogg,6
3929,Clock tick,4-175945-A.ogg,12
3930,Clock alarm,3-139958-A.ogg,11
3931,Church bells,3-122110-A.ogg,9
3932,Can opening,1-58846-A.ogg,4
3933,Airplane,5-251963-A.ogg,1
3934,Pig,2-166644-C.ogg,35
3935,Frog,2-32515-B.ogg,26
3936,Helicopter,5-177957-D.ogg,29
3937,Hen,1-71030-A.ogg,30
3938,Snoring,1-27405-A.ogg,43
